ID_Municipio,Municipio,Sección Electoral,Población Aprox.,Promotores Ambientales,Fiscalización 3ra Categoría,GIRSU y Residuos,Áreas Protegidas y Arbolado,Otras Acciones Ambientales,Fuentes Oficiales,,,,,,,,,
MUN-BA-074,Guaminí,Sexta,13000,"Dirección de Ambiente y Desarrollo Sustentable. Municipio pionero en agroecología comunitaria y miembro fundador de RENAMA (Red Nacional de Municipios Agroecológicos), promotores ambientales rurales y talleres de producción sana de alimentos.",Agroindustrias,cooperativas agropecuarias y frigoríficos. Fiscalización de 3ra categoría a cargo de la Provincia de Buenos Aires; control municipal estricto en la zona de resguardo ambiental periurbano.,"Planta de Tratamiento de Residuos en Casbas y puntos de acopio y clasificación en Guaminí, Laguna Alsina (Bonifacio) y Garré. Puntos verdes en espacios públicos.","Sistema de Lagunas Encadenadas del Oeste (Laguna del Monte, Cochicó, Alsina), ecosistemas lacustres de alto valor para pesca deportiva y aves acuáticas. Reforestación urbana.","Más de 5.000 hectáreas bajo manejo agroecológico certificado libre de agroquímicos, ordenanza modelo de fomento de la agroecología y zona de exclusión de fumigaciones de 1.000 metros de los cascos urbanos.",https://agenciatierraviva.com.ar/guamini-5-mil-hectareas-de-agroecologia/ ; https://www.guamini.gob.ar/,,,,,,,,
MUN-BA-075,General La Madrid,Sexta,13000,Dirección de Medio Ambiente municipal. Campañas en medios locales y escuelas sobre separación en origen,capacitaciones para vecinos y promotores comunitarios.,Agroindustria,semilleros y molinos. 3ra categoría fiscalizada por el Ministerio de Ambiente bonaerense; municipio controla habilitaciones de 1ra y 2da categoría y supervisa efluentes al Arroyo Salado.,Planta Municipal de Tratamiento de Residuos en funcionamiento continuo con venta periódica de materiales reciclables recuperados. Recolección diferenciada en General La Madrid,La Colina,Pontaut y Líbano.,"Balneario Municipal 'Eduardo Baraboglia' sobre el Arroyo Salado, vivero municipal y plan de reforestación de especies nativas.","Desarrollo del polo de investigación y cultivo de Cannabis Medicinal con altos estándares de bioseguridad ambiental, campañas de RAEE, recolección de pilas y CAT de fitosanitarios.",https://www.lamadrid.gob.ar/medio-ambiente/ ; https://www.gba.gob.ar/,,,,,
MUN-BA-076,Laprida,Sexta,13000,Dirección de Medio Ambiente. Declarada 'Capital Provincial del Reciclaje' por Ley Provincial y sede de la Fiesta Provincial del Reciclaje. Red continua de promotores ambientales escolares y vecinales con más de 30 años de cultura comunitaria de separación.,Actividad agroganadera,frigorífico municipal e industrias alimentarias. Control de 3ra categoría por parte de la Provincia de Buenos Aires; alta capacidad de fiscalización y control ambiental local en categorías 1 y 2.,"Planta de Tratamiento de Residuos Sólidos Urbanos (PTRSU) modelo a nivel nacional e internacional (inaugurada en 1991, cobertura del 100% en separación en origen y sin basural a cielo abierto desde hace décadas). Venta masiva de materiales y compostaje del 100% de orgánicos.","Complejo Municipal 'El Paraíso' (laguna y parque forestado), circuito de obras arquitectónicas de Salamone integradas al paisaje y arbolado público urbano consolidado.","Huerta agroecológica comunitaria, Museo del Agua, circuito de turismo pedagógico ambiental, ordenanza ejemplar de fitosanitarios y tratamiento modelo de residuos patogénicos.",https://www.laprida.gov.ar/index.php/contenido/p/turismo_ambiental ; https://www.ambiente.gba.gob.ar/noticias/comenz%C3%B3_en_laprida_la_primera_fiesta_provincial_del_reciclaje,,,,,,,,
MUN-BA-077,Salliqueló,Sexta,10000,Dirección de Ambiente. Talleres educativos de separación domiciliaria en escuelas primarias y secundarias de Salliqueló y Quenumá,y campañas de concientización vecinal.,Industria láctea,frigoríficos,agroindustrias y presencia de la traza/planta compresora del Gasoducto Presidente Néstor Kirchner. 3ra categoría fiscalizada por Ministerio de Ambiente PBA y entes reguladores; municipio controla 1ra y 2da categoría y efluentes de queserías.,Planta Municipal de Reciclado de Residuos con obras continuas de reacondicionamiento y saneamiento en el predio del basurero municipal. Puntos limpios para recolección selectiva.,"Paseo del Lago, Parque Municipal, arbolado urbano y cortinas forestales de protección de vientos rurales.",Gestión de envases fitosanitarios vacíos con CampoLimpio,ordenanza de regulación de efluentes de tambos y programas de eficiencia energética.,https://www.salliquelo.gob.ar/noticias/detalle/Avances-en-la-Planta-de-Reciclado-y-en-el-predio-d ; https://www.laregionweb.info/single-post/salliquel%C3%B3-avanzan-los-trabajos-en-la-planta-de-reciclado-y-en-el-predio-del-basurero-municipal,,,,,
MUN-BA-078,Tres Lomas,Sexta,10000,Secretaría de Ambiente y Producción. Visitas guiadas escolares a la planta de residuos,promotores ambientales en eventos populares y jornadas barriales de reciclaje.,Acopios de granos,agroquímicos,frigorífico e industria agropecuaria. Fiscalización de 3ra categoría a cargo del Ministerio de Ambiente de la Provincia; la comuna fiscaliza establecimientos categoría 1 y 2.,Planta de Tratamiento y Separación de RSU en Tres Lomas e Ingeniero Thompson. Venta periódica de material reciclado (plásticos,metales,cartón) y puntos limpios en plazas.,Parque Doctor Calatayud,Laguna Las Charcas y arbolado público urbano con censo forestal.,Reciclado de aceite vegetal usado (AVU),recolección de bidones de agroquímicos y ordenanza de regulación de fitosanitarios.,https://www.treslomas.gob.ar/?q=content/la-planta-rsu-abrio-sus-puertas-la-comunidad ; https://www.treslomas.gob.ar/?q=content/tres-lomas-comenzo-con-la-venta-material-reciclado,,
MUN-BA-079,Monte Hermoso,Sexta,9000,"Secretaría de Gestión Ambiental. Programa 'Monte Hermoso Destino Sustentable' con promotores ambientales costeros desplegados en playas durante la temporada estival, concientización en paradores y escuelas.",Sin presencia de industrias pesadas de 3ra categoría; matriz centrada en turismo,construcción y pesca artesanal. Fiscalización provincial disponible para eventuales industrias complejas; control ambiental municipal intensivo sobre comercios,paradores y servicios náuticos.,Complejo Ambiental GIRSU Monte Hermoso (certificado como Destino Sustentable),con planta de separación automatizada que recupera más de 500 toneladas anuales de reciclables. Red de Puntos Limpios en costanera y barrios.,"Reserva Natural Provincial Pehuen Có - Monte Hermoso (yacimiento paleoicnológico protegido), Laguna Sauce Grande (humedal clave de avifauna y pesca) y frente dunícola costero protegido.",Ordenanza de playa libre de plásticos de un solo uso y colillas de cigarrillos,protección del cordón de dunas vivas y recambio al 100% de alumbrado público LED.,https://montehermoso.gob.ar/ ; https://www.ambiente.gba.gob.ar/,,,,,
MUN-BA-080,Pellegrini,Sexta,8000,Dirección de Ambiente. Jornadas comunitarias de concientización sobre separación en origen,talleres de reciclaje y compostaje en escuelas de Pellegrini,De Bary y Bocayuva.,Actividad ganadera,tambos y plantas de acopio. 3ra categoría a cargo del Ministerio de Ambiente PBA; fiscalización municipal sobre establecimientos comerciales,talleres y categorizaciones de 1ra y 2da categoría.,Planta Municipal de Separación y Reciclado de Residuos en funcionamiento continuo con venta de reciclables prensados. Puntos limpios distribuidos en el casco urbano.,"Complejo Polideportivo y lagunas del oeste bonaerense, plan de arbolado urbano y cortinas forestales de protección rural.",Régimen sancionatorio para infracciones ambientales y vertidos clandestinos,gestión de envases de agroquímicos con CampoLimpio y campañas de recolección de RAEE.,https://sibom.slyt.gba.gob.ar/bulletins/1832/contents/1288508 ; https://www.pellegrini.gov.ar/,,,,
MUN-BA-081,Bolívar,Séptima,38000,La Dirección de Ambiente y Desarrollo Sustentable articula iniciativas con el programa provincial Mi Provincia Recicla del Ministerio de Ambiente PBA. Se desarrollan campañas de educación ambiental y concientización comunitaria en escuelas e instituciones intermedias mediante la entrega de cestos diferenciados (orgánicos e inorgánicos). Dispone de una red de Puntos Verdes fijos (Plaza Mitre,Centro Cívico y Plaza Casimira Barroso) donde promotores ambientales y personal municipal orientan a los vecinos sobre separación en origen y reciclaje.,El partido cuenta con un Sector Industrial Planificado (SIP). En el marco de la Ley Provincial 11.459 y su Decreto Reglamentario 531/19,la fiscalización y emisión del Certificado de Aptitud Ambiental (CAA) para establecimientos de 3ra Categoría (alta complejidad ambiental) recae de forma exclusiva y directa en el Ministerio de Ambiente de la Provincia de Buenos Aires (ex OPDS). A nivel municipal,el área de Ambiente y el Juzgado de Faltas fiscalizan industrias de 1ra y 2da categoría e intervienen activamente en el control de talleres,acopio y manipulación indebida de envases de agroquímicos/fitosanitarios.,Cuenta con una Planta de Recuperación de Residuos Sólidos Urbanos activa que clasifica plásticos,metales,vidrio,papel y cartón. Dispone de recolección diferenciada y Puntos Verdes urbanos. El municipio suscribió convenios con la Provincia de Buenos Aires (programa Mi Provincia Recicla) para el saneamiento,relocalización y erradicación progresiva del basural a cielo abierto histórico. En el mismo predio de la Planta de RSU funciona el Centro de Almacenamiento Transitorio (CAT Bolívar) para envases vacíos de fitosanitarios bajo la Ley Nacional 27.279 articulado con CampoLimpio.,"Se destacan como principales espacios naturales el Parque Municipal 'Las Acollaradas', la Laguna San Luis (humedal y reserva hídrica y recreativa para la conservación de la ictiofauna) y los corredores de la Cuenca del Arroyo Vallimanca (tributario del Río Salado). El municipio lleva adelante un plan de arbolado urbano y reforestación de espacios públicos con especies nativas producidas en articulación con el vivero local.","Rigen las Ordenanzas Municipales Nº 2459/17 y Nº 925/93 sobre regulación, aplicación, acopio y zonas de exclusión de fitosanitarios y agroquímicos con sanciones aplicadas por el Juzgado de Faltas; proyectos de movilidad sustentable comunitaria; y participación en las obras de control de inundaciones y preservación ambiental del Plan Maestro de la Cuenca del Río Salado.",https://www.bolivar.gob.ar/ ; https://www.ambiente.gba.gob.ar/fitosanitarios/CAT ; https://www.bolivar.gob.ar/novedades/3161-el-municipio-contina-trabajando-para-o.html ; https://www.bolivar.gob.ar/novedades/4160-el-juzgado-de-faltas-sancion-la-manipu.html,
MUN-BA-082,Saladillo,Séptima,37000,"La Dirección de Gestión Ambiental coordina actividades de educación y concientización vecinal a través de programas como el 'Reciclatón' en escuelas secundarias e iniciativas barriales como 'ECONORTE' en la Delegación de Saladillo Norte, donde se realiza pesaje de reciclables domiciliarios e incentivos a familias. Se capacita a promotores y personal técnico en gestión, compostaje domiciliario y reciclado de diferentes corrientes de residuos.","El distrito cuenta con el Parque Industrial Saladillo y una fuerte presencia de plantas de acopio de cereales, agroindustrias y molinos harineros. Conforme a la Ley 11.459, la fiscalización de industrias de 3ra categoría (ej. plantas de acopio cerealero de gran escala como La Bragadense S.A., frigoríficos y metalmecánicas complejas) depende centralmente del Ministerio de Ambiente PBA y de la Autoridad del Agua (ADA). El municipio ejerce facultades de control y habilitación en 1ra y 2da categoría, monitoreando zonificación y condiciones de seguridad e higiene.",Dispone de la Planta de Reciclado Urbano de Saladillo (PIRUSA / CURSU),la cual procesa materiales reciclables secos provenientes de la separación domiciliaria en origen (esquema de bolsas diferenciadas),campanas y puntos limpios urbanos. Se avanza en la optimización de celdas de disposición final controlada para minimizar el impacto del vertedero municipal y en campañas periódicas de recolección de RAEEs y neumáticos.,"Alberga el Vivero Municipal de Cazón 'Eduardo L. Holmberg' (en el pueblo de Cazón, reconocido como 'el pueblo del millón de árboles'), uno de los viveros forestales más importantes de la provincia de Buenos Aires, clave para la provisión de arbolado urbano y especies nativas a nivel regional. En términos de biodiversidad y humedales, sobresale el sistema de Lagunas 'Indio Muerto' (más de 2.000 hectáreas de humedales sobre el curso del Saladillo Chico) y el Parque de las Aguas.",Ordenanza municipal de regulación del uso y aplicación terrestre de productos fitosanitarios con delimitación de zonas de amortiguamiento periurbanas y peri-escolares; inserción en el Plan Maestro Integral de la Cuenca del Río Salado; y desarrollo de parques solares fotovoltaicos con acumulación en las localidades de Del Carril y Polvaredas en convenio con el FREBA y la Provincia.,https://www.saladillo.gob.ar/ ; https://participacionpublica.ambiente.gba.gob.ar/participacion/cp_cerradas ; https://www.mininterior.gov.ar/licitaciones/descargar.php?i=38233 ; https://diariobonaerense.com.ar/contenido/6551/saladillo-lanzo-el-reciclaton-para-promover-el-reciclaje-entre-estudiantes,,,,,,,
MUN-BA-083,Veinticinco de Mayo,Séptima,37000,"A través de la Dirección de Ambiente y la sanción de la Ordenanza Marco GIRSU Nº 3553/2024, se instituyó el Registro Único de Recuperadores Urbanos y Promotores Ambientales, promoviendo capacitación sanitaria, formalización laboral y concientización comunitaria. En conjunto con el Ministerio de Ambiente de la Provincia, se implementó el concurso de Movilidad Sustentable con entrega de bicicletas a estudiantes para proyectos ecológicos comunitarios y talleres de compostaje.",Posee el Sector Industrial Planificado (SIP) 25 de Mayo. De acuerdo a la normativa provincial (Ley 11.459),las industrias de 3ra categoría están bajo la órbita de fiscalización,monitoreo de efluentes y categorización del Ministerio de Ambiente bonaerense. El municipio interviene en categorías 1 y 2,supervisa la correcta gestión de grandes generadores comerciales e industriales según la normativa GIRSU local e inspecciona las condiciones de seguridad en el parque industrial.,"El Concejo Deliberante aprobó la Ordenanza Nº 3553/2024 que regula integralmente la GIRSU, la recolección diferenciada y la valorización de residuos secos mediante cooperativas y recuperadores urbanos. Se ejecutó un plan conjunto con el Ministerio de Ambiente PBA (Programa Mi Provincia Recicla) para el saneamiento y cierre de dos basurales a cielo abierto históricos, incorporando maquinaria pesada y celdas de disposición controlada.","El principal pulmón verde y reservorio hídrico es el Parque Laguna 'Las Mulitas', un humedal urbano y espacio recreativo de gran valor biológico para aves acuáticas. Se proyectó y financió la construcción de un Parque Ambiental provincial con senderos educativos, especies nativas y luminarias solares, complementado con el plan de manejo y reposición de arbolado urbano público.",Convenios con el Ministerio de Ambiente PBA para proyectos de Transición Energética (luminarias LED en espacios públicos y clubes); regulación local de la aplicación y depósito de fitosanitarios; y saneamiento y mitigación de escorrentías en la cuenca del Río Salado.,https://hcd25demayo.gob.ar/legislacion-municipal/ordenanzas/todas-las-ordenanzas/342-Ordenanzas-2024/10626-Ordenanza-N%C2%B0-3553-2024.html ; https://www.ambiente.gba.gob.ar/noticias/kicillof_y_vilar_en_25_de_mayo_saneamiento_de_dos_basurales_y_entrega_de_maquinaria_para_la,,,,,,
MUN-BA-084,Roque Pérez,Séptima,15000,La Dirección de Ambiente impulsa campañas de concientización sobre separación en origen en articulación con escuelas,instituciones y centros de jubilados. Cuenta con promotores ambientales que participan en la instalación y atención de eco-puntos e islas de residuos secos construidas por la carpintería municipal en alianza con actores privados y comunitarios.,"Dispone de un Sector Industrial Planificado (SIP) y un nodo productivo con fuerte peso de la industria agroalimentaria, faena de aves y frigoríficos (ej. Frigorífico La Canaria / polo avícola ex Criave). Las industrias de 3ra categoría son fiscalizadas por el Ministerio de Ambiente PBA y la Autoridad del Agua (ADA), habiendo intervenido la Justicia Federal de Azul y la UFIMA en causas por infracción a la Ley 24.051 de residuos peligrosos ante vertidos de efluentes no tratados al Río Salado. El municipio actúa en categorías 1 y 2 y como canal de verificación y denuncia ambiental.",La Planta Municipal de Tratamiento de Residuos Sólidos Urbanos fue declarada oficialmente 'Destino Sustentable' por el Ministerio de Ambiente de la Provincia de Buenos Aires. Opera con circuito de recolección diferenciada domiciliaria,cinta de clasificación,enfardado de reciclables (plástico,cartón,vidrio,aluminio) y labores continuas de ordenamiento y remediación del basural local.,"Se destaca el Refugio de Flora y Fauna Silvestre 'Laguna de Ratto', área natural protegida municipal que preserva un humedal pampeano y avifauna nativa, donde recientemente se incorporaron islas de separación de residuos secos. Asimismo, se protegen los humedales ribereños del Río Salado y se implementan planes anuales de poda y arbolado público.",Controles y monitoreo sobre vertidos cloacales e industriales a la Cuenca del Río Salado; regulación de la aplicación de productos fitosanitarios periurbanos; promoción del turismo rural sustentable y conservación del patrimonio natural y paisajístico en parajes como Carlos Beguerie.,https://roqueperez.gob.ar/ ; https://roqueperez.gob.ar/content/la-planta-tratamiento-residuos-solidos-urbanos-ha-sido-declarada-destino-sustentable ; https://roqueperez.gob.ar/content/nueva-isla-para-residuos-secos-en-el-refugio-flora-y-fauna-silvestre-laguna-ratto ; https://www.fiscales.gob.ar/medio-ambiente/azul-procesaron-al-presidente-de-un-frigorifico-por-el-vertido-ilegal-de-efluentes-contaminantes-al-rio-salado/,,,
MUN-BA-085,General Alvear,Séptima,14000,El área municipal de Ambiente y Servicios Públicos,en articulación con el Ministerio de Ambiente bonaerense,lleva adelante talleres de educación ecológica y entrega de composteras comunitarias y domiciliarias a familias locales. Se realizan jornadas de capacitación sobre separación de residuos y entrega de indumentaria de seguridad y herramientas a los trabajadores del reciclado.,"Cuenta con el Sector Industrial Planificado (SIP) General Alvear (predio de 20 hectáreas beneficiado por obras viales e infraestructura mediante el programa provincial Arriba Parques). La fiscalización, habilitación y categorización de industrias de 3ra categoría corresponde al Ministerio de Ambiente de la PBA según la Ley 11.459. El municipio ejerce el poder de policía ambiental en establecimientos de 1ra y 2da categoría y fiscaliza comercios y agroservicios.",Dispone de una Planta Municipal de Reciclado y Tratamiento de Residuos. El distrito fue fortalecido por el programa Mi Provincia Recicla del Ministerio de Ambiente de la Provincia con la entrega de un camión de caja abierta para recolección diferenciada,equipamiento e indumentaria para operarios. Se avanza en la separación en origen y en la mitigación del basural a cielo abierto municipal.,"Se resalta el espacio verde y recreativo 'Agesilao Milano', dotado de bicicletas y circuitos de movilidad sustentable. El municipio y la Provincia ejecutan tareas de reforestación de espacios públicos mediante la plantación de ejemplares de árboles nativos bonaerenses para recuperar biodiversidad. Se incluye la protección de las márgenes del Arroyo Vallimanca y el Canal Piñeyro.",Obras estructurales de saneamiento e infraestructura hídrica (ampliación de la planta potabilizadora de ABSA y renovación de compuertas en Canal Piñeyro para control de crecidas y sequías); ordenanza de fitosanitarios y agroquímicos con control de zonas de amortiguamiento; y fomento de la movilidad sustentable.,https://www.ambiente.gba.gob.ar/noticias/el_ministerio_de_ambiente_de_la_provincia_fortalece_las_pol%C3%ADticas_ambientales_en_general ; https://www.gba.gob.ar/produccion/noticias/la_pba_financia_obras_por_60_millones_en_el_parque_industrial_de_gral_alvear ; https://andigital.com.ar/nota/142377/kicillof-cruzo-al-gobierno-nacional-desde-general-alvear-sin-estado-no-hay-agua-ni-salud/,,,,,,
MUN-BA-086,Tapalqué,Séptima,12000,"El Área de Medio Ambiente municipal desarrolla talleres continuos y charlas educativas sobre cuidado del arbolado, compostaje y reciclaje en escuelas y centros barriales. Existe un alto compromiso vecinal histórico sostenido por el programa TAPALIM, donde los propios vecinos actúan como agentes de separación activa en cada hogar.",Dado el perfil agropecuario y turístico del distrito,no cuenta con un gran polo de industrias pesadas de 3ra categoría. Cualquier establecimiento con potencial impacto de alta complejidad ambiental (ej. plantas de acopio a gran escala o complejos termales en sus obras matrices) es fiscalizado por el Ministerio de Ambiente de la Provincia y la ADA. El municipio gestiona de forma autónoma el control de 1ra y 2da categoría y la fiscalización comercial y de servicios.,"El municipio es reconocido a nivel provincial por su programa y Planta Modelo de Tratamiento de Residuos 'TAPALIM'. El sistema opera con separación domiciliaria obligatoria en 3 fracciones: 1) Residuos compostables (tratamiento biológico y obtención de abono orgánico), 2) Residuos reciclables inorgánicos (clasificación, prensado y comercialización de plásticos, metales, vidrios y cartón), y 3) Residuos patogénicos (tratados mediante horno pirolítico propio). Este sistema permitió la eliminación histórica del basural a cielo abierto tradicional.","Se destaca la Costanera del Arroyo Tapalqué, un sendero y parque natural protegido de más de 10 kilómetros con bosque ribereño, fauna autóctona y espacios de esparcimiento; el predio del Complejo Termal Tapalqué (17 hectáreas parquizadas bajo criterios de conservación ambiental y turismo termal sustentable); y programas continuos de plantación y preservación del arbolado público.",Gestión municipal modelo en economía circular y tratamiento de residuos patogénicos; ordenanza de regulación de aplicaciones de fitosanitarios para salvaguardar cursos de agua y zonas residenciales; y articulación con la Provincia en eficiencia energética y turismo ecológico.,https://www.municipiodetapalque.gob.ar/tapalim ; https://termastapalque.com.ar/ ; https://www.municipiodetapalque.gob.ar/areas-noticias/medio-ambiente,,,,,,,,
